S.No,Tweet,Points,Sentiment
612,Id like to know why Killa don t text me   ” I work 7 6 then sleep ð I miss you I Miss One Of Ma Closest nd Lovinf Bestfriends Right Now     ,2,Positive
613,  Miss You Lots Wish You Could Come Back  Lls Just To See Me ,1,Positive
614,Me too alot going down but hope we don t lose not one more membercan t handke another    ,-1,Negative
615,hahah yes actually I do  I m so lonely everyday    No goodnight  Okay cool    ,3,Positive
616,Got it     Riri flow on Pandora  Christmas tree all done    Ah love feels so great     ,2,Positive
617,okay maybe then but the other stores usually have better ones   okay yeah come after you re done at game stop    def  ,3,Positive
618,haha gpp kok dek    thanks yaaaa ,0,Neutral
619,awe Kate I love youuu  333    ,1,Positive
620,Haha   vicky for lucky      “,1,Positive
621,fuck yeah  I feel so special   nightmade   ” My Jesus My Savior  Lord there is none like You  All of my days i want to praise the worders of Your mighty love    ,2,Positive
622,mà sao hêm thấy nàng nhảy vô bảo vệ bản thân toàn thấy tùy tùng tay chân chạy vào bao biện hộ     ,0,Neutral
623,thanks lisa    ,0,Neutral
624,thanks    Finished reading  Milkweed  it was a cute book      Dinner with the Cheney fam  3    Break        hahaha ,0,Neutral
625,Ang sincere kasi ng dating nung message beb  Ramdam na ramdam  I guess     ,1,Positive
626,hehehe   siiipppp         ,0,Neutral
627,   Cold   “,-1,Negative
628,haha habo ko dawbasta apudan taka atsan break ko    ibang number just answer ok    ” wtf hurry up  ,1,Positive
629,Follback       ,0,Neutral
630,Atta baby  We all know that you re simply an inside out oreo      Amen     ,2,Positive
631,may God bless the parents that made u hun  Amen   นั่งกินข้าวชิวๆไป     ,0,Neutral
632,ครัวบุญมา  http   4sq com US8Z0v 5000 tweets    thanks God that he had given me a chance to live todayy   nway  afternoon fellas   have a blessed day huh       ,1,Positive
633,Annoyed put a smile on your cuter without a frown    ,-2,Negative
634,That s awesome  I ll grab a copy asap  Congrats lady      ,1,Positive
635,Ei Parceiro ,0,Neutral
636,O negocio Por a i ta bom hem     so riqueza     I love ,0,Neutral
637,so much   He means the world to me    My king size bed         ,1,Positive
638,free x  Jum tolong buat meja kerusi    ,0,Neutral
639, Happy Bday Ms  Karen    ,1,Positive
640,I m coming I m coming        ScaredThough Realizing who my friends are  At least I have my man and family     blessed Alhamdulillah   dpt ank sdare lelaki jgk akhirny   trima kasih ya ALLAH       Dapet   Kalo level nya ud SM    Ђĕђĕђĕ  ,1,Positive
641,hehe dpet mobil  WkwkwRT ,0,Neutral
642,Ajak ,0,Neutral
643,tumben bagi parcell ,0,Neutral
644,Your welcome     100ThingsThatMakeMeHappy 2  My bandies    ,0,Neutral
645,dirumah w aj    hahaha Sini kemana  ,0,Neutral
646,Sini dong  ,0,Neutral
647,Kenapa rip   ,0,Neutral
648,      I ve got my second interview tomorrow    the greatest part of interviews   Dressing up  ,1,Positive
649,kuikuikui      ,0,Neutral
650,nobody im just saying    ,1,Positive
651,welcome back     ,0,Neutral
652,ohh haha okey    jauh gak tu    Yes just hearing his voice and talking to him puts me at ease    lezzeat     ,1,Positive
653,Bacolod Chicken Inasal  http   4sq com Wj5ReZ Tomorrow and Thursday will be sooooooooooooooo much fun with the girlfriend    ,1,Positive
654,American football You s will need to take me  There is loads i want to do Skype me soon and I ll tell you everything     X ,0,Neutral
655,ah ok  pro sna may ibang freebies din ung odyssey mismo just lyk last tym    kawan2  esok sampai 13dec boleh daftar subjek okayy  sampai kan pada yang lain    ,0,Neutral
656,W eating Taco Bell    ,0,Neutral
657,добрый день   услуга сейчас отключена It was the best show of the fall   After Kimbra you change your tastes in music      http   p twimg com A8Mj2qmCIAEtCLn jpg Papito tu ropa me estorba sabes    Sy nuruti semua permintaanmu   Karena saya sangat menghormatimu menghargaimu dan menyayangimu       pic   http   4sq com UhPaBt NEW SHEETZ IN ROCHESTER        ,1,Positive
658,Sheetz w  ,0,Neutral
659,http   4sq com Wj5Tnd New setting twitter with new header too                  ,0,Neutral
660,aqu makan dlu erk  jgn jeles       ,0,Neutral
661,94  of men lie about their penis size   94  of men are assholes  Not Meeeeee     ,-1,Negative
662,well Idk if Thts good or bad for you     But its kinda nice to hear Haha    Just marveling at how cool my almost 12 year old son is  Where did the time go  In to the happiest parts of this old man s brain      ,6,Positive
663,you got your message now go to bed        ,0,Neutral
664,ahahah thanks its quite sassy isnt it  thats the perfect word thanks       Im dat dude    Bouta fry some chicken make some macaroni   cheese an some peas   Mmmmmm     Danny is bringing my phone charger to my house omg     ,6,Positive
665,love youuuu    ,0,Neutral
666,Okay    ,1,Positive
667,Thats why u only get ones tjat hold meaning to You   Ain t gotta mean shit to anyone else     ,-1,Negative
668,yo también  No pararía de reír     ,0,Neutral
669,good morning  which one isur song work for 41 national day  eagerly waiting    Getting my hair done in the am    What a nite of champns league action      ,1,Positive
670,should play w  my hair       ,0,Neutral
671,Thank you  Not sure I deserve the praise but thank you anyway    ,1,Positive
672,yes dear    haha     Do Me A Favor SAVE THAT SHIT     no class  heaven      Ako rin          ,2,Positive
673,HINDI KO NA ALAM KUNG ANONG GUSTO KONG GAWIN SA BUHAY KO OH MY GAWD  Good  ,2,Positive
674,celaloe   RT ,0,Neutral
675,Sabarrrrr   ,0,Neutral
676,pulsa sms pun habis   Good night     ,1,Positive
677,Ejek aq kat Ask Fm ka    ,0,Neutral
678,we shall go over there soon    I love coming to grandmas on Tuesdays    it s always the best     Ill never miss a Tuesday unless I m dying lol ,-2,Negative
679,you re just precious   lalalalove you     Ayoo    ,2,Positive
680,wah iyo ada mas anto n ,0,Neutral
681,  Minggu sesuk ae neknu cah bener2 stelah mas anto ukdi kuwi ,0,Neutral
682,love youuu  3 so happy I got to spend a little bit of time with you    ,0,Neutral
683,Thank you     I m trying to be    Little bit of a backfire but hey   ,-2,Negative
684,your sister sounds awesome     Unbelievable sales conversions Now   you win The steppes  http   weav rs TX2LO0 Pizza  And a Kiwi    ,1,Positive
685,Hmm   Best Mistake I Ever Made   That Girl   Hard Man to Love   Loose Loud   Crazy   Triple Crown  There s so many  Lol    sama    RT ,0,Neutral
686,Hallo nitaa kangeen    RT ,0,Neutral
687,mereka tidak muncul  ,0,Neutral
688,     Yeeeaaah  haha oh no    “,0,Neutral
689, me ha sacado lo pie pero na pa lante ” Watching Sons of Anarchy   eating no bake cookies     aminnn    ,0,Neutral
690,tahun ni senang   amin     ,0,Neutral
691,here ya go    http   p twimg com A8Mj 7HCAAAceTJ jpg ,0,Neutral
692,Gotchuu  3 ily2     Shouting out to ,-1,Negative
693,on ,0,Neutral
694,as we speak     ,0,Neutral
695,its s boring   n thats was up im finna start back working   awh I love you too ,0,Neutral
696,  And ,0,Neutral
697,too    ,0,Neutral
698,sana kolay gelsin kardesim  Guzel guzel sarkilar yap belgesele taktin gene anlasilan eskisi gibi   ben tekrar deneyim uyumayi    ,0,Neutral
699,yes  I hope    Goodluck Julie  God will always guide you     This is your dream and we know that you can make it  ,0,Neutral
700,Follow me people  Muah    ,0,Neutral
701,hehe   your welcomeee and no I m not silly  ,-2,Negative
702,Real love     I m searching for a real love     ,1,Positive
703,smileeeee     ,0,Neutral
704,Babe is so sweet ððð  thanks    ВСЕ Я ВЫХОЖУ ВРОДЕ НЕ ОПАЗДЫВАЮ    УДАЧНОГО ДНЯ ВСЕМ  I love tempura   haay eating solo    ,1,Positive
705,Ryuma Restaurant  http   4sq com TeMkPp How s yo paper today    RT ,0,Neutral
706,3 paper lagi     ,0,Neutral
707,couldn t be any but   how does one top that performance      ,0,Neutral
708,anak 08 gtau lupa namanya   hehehe    kaget cha baru tau hari ini   aku pkir bakal kbagian jumat ,0,Neutral
709,come through tomorrow     ,0,Neutral
710,    okay   I pon xda pape la   Goodmorning Toothache   The fact that i hate two people          Pindapatta o    ,0,Neutral
711,Wisma Vipassana Kusalacitta  http   4sq com SddCDq ,0,Neutral
712,Acid peepee s the best doe   Dont even have to use fire n ice condoms you got the burn natural       ,-1,Negative
713,  So     ,0,Neutral
714,  yu are more den welcome   We been rockin for more den a decade nd its gon continue    yesss mam   thanks ,0,Neutral
715,you da best    ,0,Neutral
716, who are you talking about      I might need help cause I can t think of nothing else    Damoves      ,1,Positive
717,Juss call me j daddy lol  thats your name in my phone    Had a bit of raisin mixed with rice and some good garlic chicken  Recharged      ,3,Positive
718,ummu afiqah   18 11    Early morning fireworks or atleast we thought so    ,0,Neutral
719,Sector V Saltlake http   instagr am p SRv0oivF5c  ,0,Neutral
720,No but that is funny     Go ahead and vent your retail frustrations just omit descriptors that wrongly stereotype groups of ppl  ,0,Neutral
721,Ha  Banyakknya   Bhahaaha   Okayy       ,0,Neutral
722,I d be jealous of us too    ,1,Positive
723,That is awesome   Kickboxing     Have a Happy Thanksgiving       I should be dead and sleep  but thank for a sinners prayer   Grace and Mercy have been my good friends  ,4,Positive
724,movie    Whaaaaat  That is so cool    Lol    I heard it    I don t know how fond I am of it though lol ,2,Positive
725,yooo come to eblens I m first in line    “,0,Neutral
726,I ve always been told im blessed for my age      ” yu are ,1,Positive
727,almost 2 days later    Heeeey        instamood  instame  clear walang magawa      ,1,Positive
728,San jose st  brgy  Batis san juan city http   instagr am p SRv6ZikfQf  My room is as cold as a freezer     Just the way I like it before I go to bed       weird ,0,Neutral
729,k boo    Getting messages on my windshield   seeing them in the morning when it s foggy    how sweeeeet  D kalau anda remove saya saya akan blokir anda    ,-1,Negative
730,referral code  wrz864624    if you haven t already use code to get rare black widow   warofheroes Watching the new footloose    Tattoo i done today     Inked whatcha think   keknya sahabat edelweiss ud g pengen gratisan buku  Abdel Mongol nih    ud pd punya ya           ,0,Neutral
731,Awakkkk  D Waalaikumsalam    ,0,Neutral
732,you i was jist playing     ,0,Neutral
733,good night Joey tiger    imma try to get some sleep  I love u so much  Ur stuck in my head  I hope we can be friends tomorrow Might be team iphone5 tomorrow    GUDNITE TWITTER     ,4,Positive
734,has a gorgeous AVI tho           ,0,Neutral
735,relax        08 25 WITA   Nilailah apa bisa kau nilai     good morning  D  instamorning  ,1,Positive
736,lontara 2 bedah urologi RSWS http   instagr am p SRv789F gZ  ,0,Neutral
737,I m obsessed with tonight s tattoo  I would love to get a sugar skull from you one day   3     teamTatuBaby  InkMaster  Tattoosday ,1,Positive
738,happy birthday ugly    ,0,Neutral
739,you should get your eyebrow pierced    Going to sleep early today    “,0,Neutral
740, ahhh mann it s me tiffany why yuh up here doing the most  ”wt I did smiley hahaha ani      ,0,Neutral
741, Don t worry about our revenue model    We re very well funded      sfnt  Why does the California college app take so long to fill out  I m dying to finish it already so I can finally relax     “,4,Positive
742,you can get it tomorrow ”fuck yes payday     My friend Taylor is cooler than you    “,0,Neutral
743,Yeah   ” good  p Tonite was fun had a great time daning with my homegirls    Heart jello Gawa ni Dember para sakin  Hihi  ð      throwback ,2,Positive
744,Goldenville 1 http   instagr am p SRvnLAHtLx  ,0,Neutral
745,aminnnn   akhirnyaaa n hatiku terbuka untuk berhijab   Hahaha bule ti papua nugini  RT ,0,Neutral
746,Aminnn   Nuhun bro      Kado na bule dibungkus ahh hahaha    ,0,Neutral
747,hahaha ,0,Neutral
748,yuukk ntar kalo suda oke semua ketemuan yaa     I don t have no hoes  no niggas  no females  no bf  no gf   teamsingle   teamlonely     Cadyn look what Nana is bringing  John Kelly chocolates  Shhhh  we won t tell mom   dad then we won t have to share   http   p twimg com A8MkO1LCEAEBlZp jpg Excited for the musicals this up coming spring  All Shook Up and Grease are both great    ,2,Positive
749,спасибо  И Вам хорошего дня  Даособенно их шикарные недели диких зверей    ,0,Neutral
750,I will let you know as soon as I know  Ipromise   ,0,Neutral
751,maybe you just need less anger     ,0,Neutral
752,I hope you won t block me too when I wake up  Love you  Have a fun night    I hope ur doing good I love hanging with my big bro he take me everywhere    Baked potato from Wendy s and a cheese cup    Best thing ever          ,1,Positive
753,whatever makes you sleep at night    lol ,0,Neutral
754,vish cabo amor      guys going shopping tomorrow    ,0,Neutral
755,ayee  You changing tomorrow      ,1,Positive
756,lol   Gud 1     ,0,Neutral
757,o rosto sei lá vcs são parecidas    e mana como o James consegue ser tão lindo olha  http   24 media tumblr com tumblr mdp3f8QZmy1ql5yijo1 500 png infartei serio  3 ,0,Neutral
758,terrorists regardless of their religion right      ,0,Neutral
759,Hahha    kalau masuk kelas tapi membosankan buat apa kan Tuan muda le kwa biar saki gigi mar bkunya trus      RT ,-1,Negative
760,baele ada tuan muda ada kamari     http   tmi me AgOif ,0,Neutral
761,Lol     ,0,Neutral
762,no lol its ok your a Diehard fan an Im going to go with what you say    I m going to look it up right now on YouTube  ,1,Positive
763,zzzzzz     by the time bdn aku dah mcm kao dah      Love my twin     haha  cracksmeup ,-1,Negative
764,Really startin to like twitter      ,2,Positive
765,we could do some project x shit and go flame thrower on their asses    Alhamdulillah o   ,1,Positive
766,love you too girly      Thanks    صبحكم الله بالخير يا آل تويتر واصدقائي في الفيس بوك    صباحكم جميل مليء بالحيوية والتفاؤل   ,0,Neutral
767,       Noooo never that I just been in Traice Lol     Wokeeeeeh  D  ,0,Neutral
768,udah lama juga ga denger cerita lu     ,0,Neutral
769,Jake Gambier      ,0,Neutral
770,Weyh Cek mimpi deMo smalam    Made it to San Diego    Love is color blind     ,0,Neutral
771,C R Billiards http   instagr am p SRv 9GuTEp  ,0,Neutral
772,   18 and 24 pwease    ,0,Neutral
773,10 days til Outbreak    ,0,Neutral
774,am I your first follower   celebrate      ,0,Neutral
775,ela tem sotaque carioca já  a Julia não a princesa  quase  faltante hehe   Faço votos de q simninguém merece o contrário    Waiting her is like waiting a bus coming       ,1,Positive
776,follow back    ,0,Neutral
777,1100  theaprentice  And what       ,0,Neutral
778,follow me back      Slumber      ,0,Neutral
779,awh dannggiitt    When your Headphones are in  your life is WONDERFUL   ,1,Positive
780,real gentleman right there    ,1,Positive
781,RT ,0,Neutral
782,Mitos itu     ,0,Neutral
783,kalo konsumsi Es gmn nek  Ngaruh ke ASi kagak bkin pilek baby ya    Woke up to the news of  Kasab being hanged   What a start to the day               ,0,Neutral
784,we just had the best birthday party for our teacher ever  Eventhough we were afraid to be         congratz     hmmceberapanya kira2 habis kalau ayar sentuhny rusak    RT ,1,Positive
785, Hehe     RT  ,0,Neutral
786,Mari menabung     ,0,Neutral
787,BRI Kementerian Komunikai Dan Informatika  http   4sq com TaPoZL yo no pudiera vivir sin peel    ,0,Neutral
788,4914937     ,0,Neutral
789,Oo       red box b bintang  lunch santai bersama 3 bday boy       Yeayy    RT ,-1,Negative
790,Cool       ,1,Positive
791,yeayyy my new swatch ✽  ´▽   ✽ tengyuu ripcurl ,0,Neutral
792,http   lockerz com s 262875663   finna be at 3000 tweets soon  AMEN    ,0,Neutral
793,thanks girl I m basically home now  Love you too    Katy Perry is still mine     ❤ ,0,Neutral
794, i still do    my favorite actor of all times        from one canadian to another  Im a big fan  “,0,Neutral
795,This is how I remember raiding   Great job ,1,Positive
796,and ,0,Neutral
797,   Good night so far   ”  USA USA USA ,1,Positive
798,says the cutest things ever     lovehim  CallOutATrueFriend ,0,Neutral
799, bestfriend  loveher    ð http   p twimg com A8MkecKCcAEAvj4 jpg ,0,Neutral
800,if I do I better see you around    They going doe ctfupppp   ,1,Positive
801,nope     ,0,Neutral
802,oh I got it well thanks then   I could fine no jeans  Ask Brooke about the ones I tried onð My first time to read innocent ,4,Positive
803,curse like that  Made me smile and imagine her di makabasagpinggan look  LOL  Thanks Y       ,-1,Negative
804,obiiiiooo que noo amors i was just thinking about you right now     3 hahahah Ready to get your butt kicked tomorrow in Just Dance       iwinyoulose  ,3,Positive
805,Hair got Wet very fun to hit people with     ,0,Neutral
806,Northfield NJ http   instagr am p SRvjq4uKRQ  ,0,Neutral
807,holaaa    Twinziess    We are too hott   ,0,Neutral
808,http   p twimg com A8MkgruCAAAmJAX jpg ,0,Neutral
809,omggggg me to  season 3 episode 20     ,0,Neutral
810,I just git music unlimited for  12 yr   THANK YOU for such an awesome deal           ,2,Positive
811,hye mady     haha    ,0,Neutral
812,your welcome    ,0,Neutral
813,Nopeeee Im SINGLEEE     Tomorrows my Friday   long ass weekend  But then I m in Monday Friday next week    Reunited with the guitar   and ,1,Positive
814, MissedThem Gym with Hairy n Amirul      This is niceeee    ,0,Neutral
815,UOG http   instagr am p SRwDsTqacg  Sizzling porkchop with chilimansi   ,1,Positive
816,   For anyone who watches  PrivatePractice     I m sensing a wedding soon     YAY ,0,Neutral
817,the upside is I remembered lunch      Nf ,0,Neutral
818,    fb   ,0,Neutral
819,Love it  Looking forward to Shakespeare night      np Snap Yo Fingers  liljon    “,0,Neutral
820,Being in your presents makes me so happy ”glad to be there for you dude   Officially going to ,1,Positive
821, s pre new years eve party at planet Hollywood   So excited   I can t wait    ♥♥♬♬♬♬ツ ouu okej     ,0,Neutral
822,I had great time too ur family funny      3 ,0,Neutral
823,Whatever is on yours    ,0,Neutral
824,yayyyyyy    ,0,Neutral
825,I only tease because I’m jealous    Also if anyone would be willing to bring me a gallon of choc chip cookie dough ice cream I d share      fatwhitegirlprobz Loved that movie  It was stupid but it made me laugh      TheWatch ,0,Neutral
826,Uhhh 5    ,0,Neutral
827,you re welcome girl    Loll     Notes from 2night r 2 long But they re on the 5 characteristics of a true believer   if you d like a copy text me ur email      definiteread When u come an lay between it this time take the ice cube sit it right below my naval an watch what  I do    ,3,Positive
828,you better love me      When my boyfriend takes care of me when I m sick         I cannot wait til tomorrow american horror story asylum      what a great way to start the holidays Volleyball went swell   Cody  it kills me that we re so cute  Like I can t even live     hessosweet semangat ya ujiannya    ,1,Positive
829,Me and ,0,Neutral
830,    dressingfancy http   p twimg com A8MkoxZCMAAoa7A jpg  ,0,Neutral
831,S O to my new follower ,0,Neutral
832,go follower her B C she is cool and pretty     ,1,Positive
833,Sip  Siapin Lagi Hadiah kalo Juara     How I love my bed      EverythingDisappears alhamdulillah    tlg cari untuk aku sekali okayy    ,0,Neutral
834,lol thank you      Look how far we came        meek ,1,Positive
835,happy birthday brooo    I Want A Bearded Dragon   Monkey    ,1,Positive
836,kwn baek abg peyuz ko kan hahhahhah     ,0,Neutral
837,omg can t wait      ,0,Neutral
838,ahh  i ll check later sa Astroplus  if you found one let me know  i ll do the same    ,0,Neutral
839,or all the other times   Necesito vacaciones estoy muy estresada  Colegio de mierda      Can t wait to see mi familia  DEM    I love my man y all     now  da sampai rumah    今日も贅沢。     at 名鉄レジャック   pic  — http   path com p 1aS69A Time for some holidays    with ,3,Positive
840,it s gonna be a nice lil break burrrrpp  nasi goreng ayam tlor mata air bandung pink tembikai susu  alhamdulillah rezeki hari ni    ,1,Positive
841,sorry I missed this earlier  whatever ,-2,Negative
842,says is golden in my book     the smoky martini sounds delicious  ,2,Positive
843,yes because I pushed you and watched your face hit the ground you took it like a champ    lol ,1,Positive
844,We love you Julie no matter what  Take some rest pretty     ,1,Positive
845,ta twu larr   mmg dry kcik ta ske br81st   huhuhu       100ThingsThatMakeMeHappy My Christopher    miren lo que pinches ya tengo    y le prenden sus mejillas    http   p twimg com A8MkuyiCQAEWYJz jpg ,0,Neutral
846,Hi kak comel    ,0,Neutral
847,Cuddle and movie date next week      ,0,Neutral
848,mine is the same as my twitter    ,0,Neutral
849,mari lah kita ponteng secara berjemaah    ayuh  ,0,Neutral
850,yeah i got youu  Lol  Gotta do what you gotta do     Well   back to texting my hunni    Maybe he ll come rescue me Bet ko rin tong windows jacket   Ang ganda   Suuuper gusto ko ng mga jacket galing multinational companies        ,2,Positive
851,am great    ,1,Positive
852,pick the Y  Pick the Y     Inspire me    http   p twimg com A8MkxjGCUAAuzOj jpg Looking around at people in this town who do nothing but keep bars in business make me thankful for nursing school and my goals     growup ,1,Positive
853,good morning Sir Chief      Congrats for the  AnakTV award  You truly deserved it  Take care  God Bless Off to bed to try and sleep after many injections in my back for the RA again  Hope it does some good  Sweet dreams to you all       3 ,7,Positive
854,And I thought lawyers worked long hours  Lov the work you do on those beautiful women on the show     Kemakassar dulu RT ,1,Positive
855,DhiaanNovietha mau darahnya nambah  makan coto makassar itu ampuh loh    heheh  ,0,Neutral
856,bakmayin sessiz durduguma ben aslinda dinliyorum    I need A new texting buddy    Gatta be HEAT  Boy or girl    Daming Fake accts  Nakakalito tuloy      Good Aft      ,0,Neutral
857,same here     ,0,Neutral
858,tonight were foes     HelloBrooklyn ,0,Neutral
859,it s true    you always have a good opinion on everything that s shows a good attitude ,2,Positive
860,heeeee    sabaw  I realllllly want a snow bunny    god ther beautiful     ,0,Neutral
861,  aw sooo cute  I thought it was me dishing ou the compliments aswell    Xx    ,1,Positive
862,akak takde kredit lah sayang    knape ye     ,0,Neutral
863,you got work  I ve just got day planned on sofa    stick few DVDs on and no doubt a snooze  Still sleep now would be good ,0,Neutral
864,kerja    kls brpa Got most of my Christmas shopping done already    gome ,0,Neutral
865,good  How are you    How come my response didn t threaded along with the others  Anyways  Xoxoxo    Okee  ,2,Positive
866,thk     ,0,Neutral
867,   don t get to close to anyone or I will get jealous and NEVER reply to your texts   JK  notlikethat  sillyandwilly ,0,Neutral
868,waz up   ,0,Neutral
869,tau xpe  kihkih  xpe la  miss indipendent    ,0,Neutral
870,  Two cute      Little work Akers    favorite place to be “,0,Neutral
871,Fuckin’ wicked day filming    until tomorrow…” Congrats guys you totally deserve it  ,1,Positive
872,congratulations to all the new nurses in the Philippines and good luck   the real test begins     ,2,Positive
873,Thank you    ,0,Neutral
874,sudah sudah hayu eskrim bodo amat ah sama alergi mah        ‾ ▽‾   ,0,Neutral
875,It s my real name yeah    I love it  It actually sounds pretty cool  Haha  100thingsthatmakemehappy spending time with my brother    ,1,Positive
876, thanks follow      Last day tomorrow      and then shoppin ,-1,Negative
877,koo   Petter pipers with Eric    ,0,Neutral
878,I have too  They have deals on bedding for my new place     Happy birthday bighead  3333    ,1,Positive
879,goodnight  twitter    Semuanya nak ada pasangan aihhh  P RT RT RT   ,0,Neutral
880,kalau I CHIPSMORE   U pula OREO         Well driving around was fun    ,0,Neutral
881,welcome to the club  ,0,Neutral
882,   baka susundan na nya si bless      Wish the team VTO will push thru 2moro Nov 22nd so i can meet Mom Neng for  BreakingDawn2    Tambay mode with ,0,Neutral
883,and ,0,Neutral
884,    Bench    Just arrived in Chatleston      ,1,Positive
885,Charleston IL  http   4sq com SddTq2 Ak yakin km pasti ngerti      Ak sangat mencintaimu   Namun ak lakukan smw ini demi kebaikan ,0,Neutral
886,‎​ ⌣́ ⌣̀   ⌣ ⌣̩   ˘⌣˘̩  makasi  ,0,Neutral
887,how I miss the good ol  days   shit was cray cray    ,1,Positive
888,love you    Anak anak yang mempunyai keterbelakangan mental terlihat gembira saat bermain bowling itu   Saya lebih suka mereka di banding yg sempurna    ,0,Neutral
889,jajaja awwww    que lindo well i dont want things to be like this but i hope everything works out    hopefully ,2,Positive
890,  Thank u       It was really inspirable ,1,Positive
891, lmfaoo how are you thanks for the follow girll    Meeting between 12 30   4pm      ,0,Neutral
892,Enterprise 4 Technology Park Malaysia  http   4sq com UHD8zj ,1,Positive
893,Tahniah      have anything to do lol but have fun tonight   have a good thanksgiving    ,0,Neutral
894,thanks  It turned out really well    ,2,Positive
895,ha well you re epic for reminding us about it    ,1,Positive
896,follow back     ,0,Neutral
897,    no yours    ,0,Neutral
898,quit tweeting and go to bed sweetheart    ,0,Neutral
899,yes     ehmtakeover Aih mate diretweet adeknya   RT ,0,Neutral
900,Eheeem  D uhukuhuk  DhiaanNovietha  Ditelpon sm lu itutuh bikin semangat     ,0,Neutral
901,“the top 10 list was a red herring…”  You’ll see what I’m talking about    ,-1,Negative
902,you just tweeted me   What     I already got it     ,1,Positive
903,hahahah oh well whoever that tooott is bahala ka  Hahaha okay pa ako dadating kung dadating din yan  Willing to wait    ,2,Positive
904,ae kira okey awk tu        100ThingsThatMakeMeHappy those late night picture messages with ,0,Neutral
905,   Free my nigga ,0,Neutral
906,   Just passed sfsu       AlmostHome ,1,Positive
907,hahaha it s okay   I understand I guess    shouts out to my new followers    ,1,Positive
908, I liked it     Especially when Jacob was taking off all his clothes mmmm     Lol ,2,Positive
909,new album came out today        ,0,Neutral
910,follow him hes mad cute and he shuld follow me back     wink wink  ,2,Positive
911,I no it s actually guna be deadly shopping and drinking what more could we ask for    Chilling at my mom s house watching Big Daddy     ada mulut yang selalu berdoa untuk kesembuhan  orang tua    ,-1,Negative
912,follow me back    semoga ya Allah hari ini bisa ngirim barangnya o   Rasanya sesuatu klo di replay or di rt artes yah hahhaa yukmarih     http   myloc me qYCzV Up is on       lovethismovie  nightmade ,0,Neutral
913,follow me girl    ,0,Neutral
914,lol oh no u got it from me    Aww    Thank you so much ,1,Positive
915,   It was nice to see you Ms  Trisha  I hope we can watch on Monday                                                                                          100thingsthatmakemehappy spending time with my sister    My GPA last yea was a 3 9 I wonder what it is now     Spending a night in with my big and sisters     nothingbetter Bang ,2,Positive
916,org baik loch    tak perlu mengubah diri kita untuk buat seseorang tu sukakan kita    biarlah dia menyukai kita apa adanya    ,0,Neutral
917,eli nitip aja sini sm aku nnti aku sampein ke org bethsaida nya      ,0,Neutral
918,terima kasih follow    With May  D  ,0,Neutral
919,Home    w  ,0,Neutral
920,http   4sq com Q9oRyI Laying in bed   single    Elijiah lookin mean   “,-1,Negative
921,Great night      basketballgame  friends  BabyElijah  crazyShay  crazyTay http   instagr am p SRwMKiDIEm ” Cant wait for drivers ed tomorrow    driving for 2 hours after class Woh meh maksimalke fasilitase google pa Knag       ,0,Neutral
922,nganggo blogspot  intranet nganggo google sites   ,0,Neutral
923,t klu ada masa kita jln k       الجو غيم وخاطري منك ماطاب       تعال ابي ارشف من حلام ريقك                                                     O        مرعوش يريد يتجوز Having a fun night      ,-1,Negative
924,and Tori       soexcited Breakfast deluxe      Takaw ko  Nice pix    thx,2,Positive
925,ka ,0,Neutral
926,Centralworld http   instagr am p SRwOMcw0g2  mudah2an d prmudh kn kn      thnks ogy ,0,Neutral
927,gudluck ayop   mesti bole punya     me and him spending 2 Nights at my gmoms can u say fooooooood    lol ,0,Neutral
928,no ur the best     Even though I m 21     Especially if they hav a nice lil bubble    gud length of hair    hmmm I m determined to find one     ,1,Positive
929,Wassu erikaa    Foll up mi RT ,0,Neutral
930,Done RT ,0,Neutral
931,folback     http   myloc me qYCA1  100thingsthatmakesmehappy shopping    Tomorrow will be an adventure     Syukuri yg sudah ada    Tgh hari yang hensem    brb mkn You always make my heart skip a beat       ,1,Positive
932,Hw was  The match Chelsea man            lol ,0,Neutral
933,Ils vont pouvoir ajouter ton nom à la liste     ,0,Neutral
934,ahaha    you smoove for that  ,0,Neutral
935,yea Azy      anything  RT ,0,Neutral
936,I ll call you tomorrow when I get out of school   Ok    Beautiful Day    Mrng Evry1 You can all go fuck yourselves     Usapang labasan at pasukan sa puregold       ,1,Positive
937,Puregold zabarte http   instagr am p SRwamNyDNQ  Havin fun eatin chips and cookiez with my cousin wynonna   ,-1,Negative
938,You re welcome   ,0,Neutral
939,Follow back please   ,1,Positive
940,dkocan     cini maainnn ,0,Neutral
941,eh ba t sa post ko nag react ka  Sinasaksak ka ba  Wait ka lang there s more   meji bc pa ko eh     ,0,Neutral
942,yayyyyy girl    “,0,Neutral
943,I get more likes on a tshirt than my own picture on Insta I m ugly  teamforeverugly lol” sure are       ,0,Neutral
944,yaaaay  Glad to have helped   I m excited   whatsfordinner Leftover sausages   I also won a  25 Domino s Pizza gift card     My cousin gets lakers   clippers tickets the whole season     yay ,0,Neutral
945,I Love You Brother    Sooo asleep COD orrrrr Insanity  Lmao yuup its one of the three  Im good   Got Me A New Twin     ,0,Neutral
946,   nahh we cool I guess for Tim   Jimena at least lol ,1,Positive
947, thats my songg      We still just ridding around we all got are hot fries havein a great time      FUN MOMENT  ,1,Positive
948,awww thank you Elle    ,0,Neutral
949,Lol      xreti lha nk guna     ,0,Neutral
